Segment,Protein Name,Sequence Accession,Complete Genome,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name
4,HA,CY138890,Yes,1713,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00469/2010
1,PB2,CY138897,Yes,2307,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00469/2010
5,NP,CY138893,Yes,1536,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00469/2010
8,"NS1,NS2",CY138894,Yes,853,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00469/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY138895,Yes,2208,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00469/2010
6,NA,CY138892,Yes,1439,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00469/2010
7,"M1,M2",CY138891,Yes,1002,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00469/2010
5,NP,CY138901,Yes,1536,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00470/2010
2,"PB1,PB1-F2,PB1-N40",CY138904,Yes,2315,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00470/2010
1,PB2,CY138905,Yes,2307,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00470/2010
4,HA,CY138898,Yes,1713,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00470/2010
6,NA,CY138900,Yes,1439,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00470/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY138903,Yes,2201,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00470/2010
8,"NS1,NS2",CY138902,Yes,853,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00470/2010
7,"M1,M2",CY138899,Yes,1002,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00470/2010
2,"PB1,PB1-F2,PB1-N40",CY138912,Yes,2315,H10N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00471/2010
7,"M1,M2",CY138907,Yes,1002,H10N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00471/2010
8,"NS1,NS2",CY138910,Yes,865,H10N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00471/2010
4,HA,CY138906,Yes,1703,H10N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00471/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY138911,Yes,2201,H10N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00471/2010
6,NA,CY138908,Yes,1439,H10N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00471/2010
1,PB2,CY138913,Yes,2308,H10N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00471/2010
5,NP,CY138909,Yes,1536,H10N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00471/2010
2,"PB1,PB1-F2,PB1-N40",CY138920,Yes,2315,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00472/2010
5,NP,CY138917,Yes,1540,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00472/2010
1,PB2,CY138921,Yes,2316,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00472/2010
8,"NS1,NS2",CY138918,Yes,855,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00472/2010
6,NA,CY138916,Yes,1439,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00472/2010
4,HA,CY138914,Yes,1713,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00472/2010
7,"M1,M2",CY138915,Yes,1002,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00472/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY138919,Yes,2201,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00472/2010
7,"M1,M2",CY138054,Yes,1002,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00473/2010
1,PB2,CY138060,Yes,2313,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00473/2010
5,NP,CY138056,Yes,1540,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00473/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY138058,Yes,2208,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00473/2010
4,HA,CY138053,Yes,1713,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00473/2010
2,"PB1,PB1-F2,PB1-N40",CY138059,Yes,2315,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00473/2010
8,"NS1,NS2",CY138057,Yes,853,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00473/2010
6,NA,CY138055,Yes,1439,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00473/2010
1,PB2,CY138932,Yes,2307,mixed,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00476/2010
6,NA,CY138925,Yes,1424,(N8),08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00476/2010
4,HA,CY138923,Yes,1703,(H10),08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00476/2010
5,NP,CY138927,Yes,1536,mixed,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00476/2010
8,"NS1,NS2",CY138928,Yes,853,mixed,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00476/2010
4,HA,CY138922,Yes,1740,(H3),08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00476/2010
2,"PB1,PB1-F2,PB1-N40",CY138931,Yes,2311,mixed,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00476/2010
6,NA,CY138926,Yes,1439,(N6),08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00476/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY138930,Yes,2208,mixed,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00476/2010
7,"M1,M2",CY138924,Yes,991,mixed,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00476/2010
8,"NS1,NS2",CY138929,Yes,865,mixed,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00476/2010
2,"PB1,PB1-F2,PB1-N40",CY138939,Yes,2315,H10N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00477/2010
1,PB2,CY138940,Yes,2307,H10N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00477/2010
6,NA,CY138935,Yes,1439,H10N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00477/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY138938,Yes,2201,H10N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00477/2010
7,"M1,M2",CY138934,Yes,1002,H10N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00477/2010
4,HA,CY138933,Yes,1703,H10N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00477/2010
5,NP,CY138936,Yes,1529,H10N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00477/2010
8,"NS1,NS2",CY138937,Yes,852,H10N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00477/2010
7,"M1,M2",CY138942,Yes,1002,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00478/2010
4,HA,CY138941,Yes,1713,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00478/2010
1,PB2,CY138948,Yes,2307,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00478/2010
5,NP,CY138944,Yes,1536,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00478/2010
6,NA,CY138943,Yes,1439,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00478/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY138946,Yes,2193,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00478/2010
8,"NS1,NS2",CY138945,Yes,853,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00478/2010
2,"PB1,PB1-F2,PB1-N40",CY138947,Yes,2315,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00478/2010
2,"PB1,PB1-F2,PB1-N40",CY138955,Yes,2315,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00481/2010
5,NP,CY138952,Yes,1540,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00481/2010
6,NA,CY138951,Yes,1439,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00481/2010
7,"M1,M2",CY138950,Yes,1002,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00481/2010
4,HA,CY138949,Yes,1713,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00481/2010
1,PB2,CY138956,Yes,2316,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00481/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY138954,Yes,2201,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00481/2010
8,"NS1,NS2",CY138953,Yes,853,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00481/2010
4,HA,CY138957,Yes,1740,H3N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00484/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY138962,Yes,2208,H3N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00484/2010
5,NP,CY138960,Yes,1536,H3N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00484/2010
1,PB2,CY138964,Yes,2307,H3N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00484/2010
8,"NS1,NS2",CY138961,Yes,853,H3N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00484/2010
7,"M1,M2",CY138958,Yes,1002,H3N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00484/2010
6,NA,CY138959,Yes,1424,H3N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00484/2010
2,"PB1,PB1-F2,PB1-N40",CY138963,Yes,2293,H3N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00484/2010
6,NA,CY138967,Yes,1424,H3N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00485/2010
1,PB2,CY138972,Yes,2307,H3N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00485/2010
2,"PB1,PB1-F2,PB1-N40",CY138971,Yes,2293,H3N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00485/2010
4,HA,CY138965,Yes,1740,H3N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00485/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY138970,Yes,2208,H3N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00485/2010
8,"NS1,NS2",CY138969,Yes,853,H3N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00485/2010
5,NP,CY138968,Yes,1536,H3N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00485/2010
7,"M1,M2",CY138966,Yes,1002,H3N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00485/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY138980,Yes,2208,mixed,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00486/2010
1,PB2,CY138983,Yes,2307,mixed,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00486/2010
5,NP,CY138977,Yes,1536,mixed,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00486/2010
7,"M1,M2",CY138974,Yes,1002,mixed,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00486/2010
4,HA,CY138973,Yes,1740,(H3),08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00486/2010
8,"NS1,NS2",CY138978,Yes,865,mixed,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00486/2010
2,"PB1,PB1-F2,PB1-N40",CY138982,Yes,2293,mixed,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00486/2010
6,NA,CY138976,Yes,1413,(N8),08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00486/2010
6,NA,CY138975,Yes,1439,(N6),08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00486/2010
8,"NS1,NS2",CY138979,Yes,865,mixed,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00486/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY138981,Yes,2191,mixed,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00486/2010
4,HA,CY138984,Yes,1713,H4N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00487/2010
2,"PB1,PB1-F2,PB1-N40",CY138990,Yes,2315,H4N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00487/2010
1,PB2,CY138991,Yes,2316,H4N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00487/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY138989,Yes,2208,H4N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00487/2010
7,"M1,M2",CY138985,Yes,1002,H4N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00487/2010
5,NP,CY138987,Yes,1540,H4N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00487/2010
6,NA,CY138986,Yes,1424,H4N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00487/2010
8,"NS1,NS2",CY138988,Yes,853,H4N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00487/2010
2,"PB1,PB1-F2,PB1-N40",CY139001,Yes,2311,mixed,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00488/2010
6,NA,CY138994,Yes,1424,(N8),08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00488/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY139000,Yes,2191,mixed,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00488/2010
8,"NS1,NS2",CY138998,Yes,865,mixed,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00488/2010
8,"NS1,NS2",CY138997,Yes,865,mixed,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00488/2010
7,"M1,M2",CY138993,Yes,1002,mixed,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00488/2010
6,NA,CY138995,Yes,1439,(N6),08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00488/2010
4,HA,CY138992,Yes,1740,(H3),08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00488/2010
1,PB2,CY139002,Yes,2307,mixed,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00488/2010
5,NP,CY138996,Yes,1536,mixed,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00488/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY138999,Yes,2208,mixed,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00488/2010
7,"M1,M2",CY139033,Yes,1002,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00499/2010
6,NA,CY139034,Yes,1439,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00499/2010
2,"PB1,PB1-F2,PB1-N40",CY139038,Yes,2315,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00499/2010
5,NP,CY139035,Yes,1536,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00499/2010
8,"NS1,NS2",CY139036,Yes,853,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00499/2010
4,HA,CY139032,Yes,1713,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00499/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY139037,Yes,2201,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00499/2010
1,PB2,CY139039,Yes,2307,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00499/2010
1,PB2,CY139047,Yes,2307,H3N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00500/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY139045,Yes,2208,H3N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00500/2010
8,"NS1,NS2",CY139044,Yes,855,H3N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00500/2010
7,"M1,M2",CY139041,Yes,1002,H3N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00500/2010
2,"PB1,PB1-F2,PB1-N40",CY139046,Yes,2293,H3N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00500/2010
4,HA,CY139040,Yes,1740,H3N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00500/2010
6,NA,CY139042,Yes,1424,H3N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00500/2010
5,NP,CY139043,Yes,1536,H3N8,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00500/2010
5,NP,CY139052,Yes,1536,mixed,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00502/2010
2,"PB1,PB1-F2,PB1-N40",CY139057,Yes,2293,mixed,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00502/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY139056,Yes,2208,mixed,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00502/2010
8,"NS1,NS2",CY139053,Yes,865,mixed,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00502/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY139055,Yes,2208,mixed,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00502/2010
1,PB2,CY139058,Yes,2316,mixed,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00502/2010
7,"M1,M2",CY139049,Yes,1002,mixed,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00502/2010
6,NA,CY139051,Yes,1439,(N6),08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00502/2010
8,"NS1,NS2",CY139054,Yes,865,mixed,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00502/2010
6,NA,CY139050,Yes,1424,(N8),08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00502/2010
4,HA,CY139048,Yes,1740,(H3),08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00502/2010
7,"M1,M2",CY139060,Yes,1002,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00520/2010(H4N6)
2,"PB1,PB1-F2,PB1-N40",CY139065,Yes,2315,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00520/2010(H4N6)
1,PB2,CY139066,Yes,2316,H4N6,08/12/2010,IRD:American Black Duck/Avian,Canada,-N/A-,-N/A-,A/American black duck/New Brunswick/00520/2010(H4N6)
